"Input","Output","Frequency","VAgreeSurface","*Unraised","ID"
"meripetperwer-NON_RAISER","meripetperwer-NON_RAISER-UNRAISED-F","14","","",""
"meripetperwer-NON_RAISER","meripetperwer-NON_RAISER-UNRAISED-B","0","1","",""
"merkezlesh-NON_RAISER","merkezlesh-NON_RAISER-RAISED-F","0","","","1"
"merkezlesh-NON_RAISER","merkezlesh-NON_RAISER-RAISED-B","0","1","","1"
"merkezlesh-NON_RAISER","merkezlesh-NON_RAISER-UNRAISED-F","45","","",""
"merkezlesh-NON_RAISER","merkezlesh-NON_RAISER-UNRAISED-B","0","1","",""
"merkezlesh-RAISER","merkezlesh-RAISER-RAISED-F","5","","","1"
"merkezlesh-RAISER","merkezlesh-RAISER-RAISED-B","0","1","","1"
"merkezlesh-RAISER","merkezlesh-RAISER-UNRAISED-F","0","","1",""
"merkezlesh-RAISER","merkezlesh-RAISER-UNRAISED-B","0","1","1",""
"merkezleshtür-NON_RAISER","merkezleshtür-NON_RAISER-RAISED-F","0","","","1"
"merkezleshtür-NON_RAISER","merkezleshtür-NON_RAISER-RAISED-B","0","1","","1"
"merkezleshtür-NON_RAISER","merkezleshtür-NON_RAISER-UNRAISED-F","149","","",""
"merkezleshtür-NON_RAISER","merkezleshtür-NON_RAISER-UNRAISED-B","3","1","",""
"mermer-NON_RAISER","mermer-NON_RAISER-RAISED-F","0","","","1"
"mermer-NON_RAISER","mermer-NON_RAISER-RAISED-B","0","1","","1"
"mermer-NON_RAISER","mermer-NON_RAISER-UNRAISED-F","1","","",""
"mermer-NON_RAISER","mermer-NON_RAISER-UNRAISED-B","0","1","",""
"mersiye-NON_RAISER","mersiye-NON_RAISER-RAISED-F","0","","","1"
"mersiye-NON_RAISER","mersiye-NON_RAISER-RAISED-B","0","1","","1"
"mersiye-NON_RAISER","mersiye-NON_RAISER-UNRAISED-F","20","","",""
"mersiye-NON_RAISER","mersiye-NON_RAISER-UNRAISED-B","0","1","",""
"mertiwe-RAISER","mertiwe-RAISER-RAISED-F","216","","","1"
"mertiwe-RAISER","mertiwe-RAISER-RAISED-B","0","1","","1"
"mertiwe-RAISER","mertiwe-RAISER-UNRAISED-F","0","","1",""
"mertiwe-RAISER","mertiwe-RAISER-UNRAISED-B","0","1","1",""
"merwayit-NON_RAISER","merwayit-NON_RAISER-RAISED-F","0","","","1"
"merwayit-NON_RAISER","merwayit-NON_RAISER-RAISED-B","0","1","","1"
"merwayit-NON_RAISER","merwayit-NON_RAISER-UNRAISED-F","0","1","",""
"merwayit-NON_RAISER","merwayit-NON_RAISER-UNRAISED-B","12","","",""
"meryem-NON_RAISER","meryem-NON_RAISER-RAISED-F","0","","","1"
"meryem-NON_RAISER","meryem-NON_RAISER-RAISED-B","0","1","","1"
"meryem-NON_RAISER","meryem-NON_RAISER-UNRAISED-F","5","","",""
"meryem-NON_RAISER","meryem-NON_RAISER-UNRAISED-B","0","1","",""
"mes'uliyet-NON_RAISER","mes'uliyet-NON_RAISER-RAISED-F","0","1","","1"
"mes'uliyet-NON_RAISER","mes'uliyet-NON_RAISER-RAISED-B","0","","","1"
"mes'uliyet-NON_RAISER","mes'uliyet-NON_RAISER-UNRAISED-F","110","","",""
"mes'uliyet-NON_RAISER","mes'uliyet-NON_RAISER-UNRAISED-B","0","1","",""
"mes'uliyet-RAISER","mes'uliyet-RAISER-RAISED-F","45","1","","1"
"mes'uliyet-RAISER","mes'uliyet-RAISER-RAISED-B","0","","","1"
"mes'uliyet-RAISER","mes'uliyet-RAISER-UNRAISED-F","0","","1",""
"mes'uliyet-RAISER","mes'uliyet-RAISER-UNRAISED-B","0","1","1",""
"mes'uliyetchan-NON_RAISER","mes'uliyetchan-NON_RAISER-RAISED-F","0","","","1"
"mes'uliyetchan-NON_RAISER","mes'uliyetchan-NON_RAISER-RAISED-B","0","1","","1"
"mes'uliyetchan-NON_RAISER","mes'uliyetchan-NON_RAISER-UNRAISED-F","0","1","",""
"mes'uliyetchan-NON_RAISER","mes'uliyetchan-NON_RAISER-UNRAISED-B","138","","",""
"mes'uliyetsiz-NON_RAISER","mes'uliyetsiz-NON_RAISER-RAISED-F","0","1","","1"
"mes'uliyetsiz-NON_RAISER","mes'uliyetsiz-NON_RAISER-RAISED-B","0","","","1"
"mes'uliyetsiz-NON_RAISER","mes'uliyetsiz-NON_RAISER-UNRAISED-F","125","","",""
"mes'uliyetsiz-NON_RAISER","mes'uliyetsiz-NON_RAISER-UNRAISED-B","0","1","",""
"mese-RAISER","mese-RAISER-RAISED-F","53","","","1"
"mese-RAISER","mese-RAISER-RAISED-B","0","1","","1"
"mese-RAISER","mese-RAISER-UNRAISED-F","0","","1",""
"mese-RAISER","mese-RAISER-UNRAISED-B","0","1","1",""
"mesel-NON_RAISER","mesel-NON_RAISER-RAISED-F","0","","","1"
"mesel-NON_RAISER","mesel-NON_RAISER-RAISED-B","0","1","","1"
"mesel-NON_RAISER","mesel-NON_RAISER-UNRAISED-F","37","","",""
"mesel-NON_RAISER","mesel-NON_RAISER-UNRAISED-B","0","1","",""
"mesel-RAISER","mesel-RAISER-RAISED-F","17","","","1"
"mesel-RAISER","mesel-RAISER-RAISED-B","0","1","","1"
"mesel-RAISER","mesel-RAISER-UNRAISED-F","0","","1",""
"mesel-RAISER","mesel-RAISER-UNRAISED-B","0","1","1",""
"meselchi-NON_RAISER","meselchi-NON_RAISER-RAISED-F","0","","","1"
"meselchi-NON_RAISER","meselchi-NON_RAISER-RAISED-B","0","1","","1"
"meselchi-NON_RAISER","meselchi-NON_RAISER-UNRAISED-F","2","","",""
"meselchi-NON_RAISER","meselchi-NON_RAISER-UNRAISED-B","0","1","",""
"meshghulat-NON_RAISER","meshghulat-NON_RAISER-RAISED-F","0","1","","1"
"meshghulat-NON_RAISER","meshghulat-NON_RAISER-RAISED-B","0","","","1"
"meshghulat-NON_RAISER","meshghulat-NON_RAISER-UNRAISED-F","0","1","",""
"meshghulat-NON_RAISER","meshghulat-NON_RAISER-UNRAISED-B","40","","",""
"meshghuliyet-NON_RAISER","meshghuliyet-NON_RAISER-RAISED-F","0","1","","1"
"meshghuliyet-NON_RAISER","meshghuliyet-NON_RAISER-RAISED-B","0","","","1"
"meshghuliyet-NON_RAISER","meshghuliyet-NON_RAISER-UNRAISED-F","2","","",""
"meshghuliyet-NON_RAISER","meshghuliyet-NON_RAISER-UNRAISED-B","0","1","",""
"meshhur-NON_RAISER","meshhur-NON_RAISER-RAISED-F","0","","","1"
"meshhur-NON_RAISER","meshhur-NON_RAISER-RAISED-B","0","1","","1"
"meshhur-NON_RAISER","meshhur-NON_RAISER-UNRAISED-F","1","1","",""
"meshhur-NON_RAISER","meshhur-NON_RAISER-UNRAISED-B","19","","",""
"meshqawul-NON_RAISER","meshqawul-NON_RAISER-RAISED-F","0","1","","1"
"meshqawul-NON_RAISER","meshqawul-NON_RAISER-RAISED-B","0","","","1"
"meshqawul-NON_RAISER","meshqawul-NON_RAISER-UNRAISED-F","0","1","",""
"meshqawul-NON_RAISER","meshqawul-NON_RAISER-UNRAISED-B","9","","",""
"meshrep-NON_RAISER","meshrep-NON_RAISER-RAISED-F","0","","","1"
"meshrep-NON_RAISER","meshrep-NON_RAISER-RAISED-B","0","1","","1"
"meshrep-NON_RAISER","meshrep-NON_RAISER-UNRAISED-F","140","","",""
"meshrep-NON_RAISER","meshrep-NON_RAISER-UNRAISED-B","0","1","",""
"meshrep-RAISER","meshrep-RAISER-RAISED-F","16","","","1"
"meshrep-RAISER","meshrep-RAISER-RAISED-B","0","1","","1"
"meshrep-RAISER","meshrep-RAISER-UNRAISED-F","0","","1",""
"meshrep-RAISER","meshrep-RAISER-UNRAISED-B","0","1","1",""
"mesile-NON_RAISER","mesile-NON_RAISER-RAISED-F","0","","","1"
"mesile-NON_RAISER","mesile-NON_RAISER-RAISED-B","0","1","","1"
"mesile-NON_RAISER","mesile-NON_RAISER-UNRAISED-F","3","","",""
"mesile-NON_RAISER","mesile-NON_RAISER-UNRAISED-B","0","1","",""
"mesile-RAISER","mesile-RAISER-RAISED-F","14189","","","1"
"mesile-RAISER","mesile-RAISER-RAISED-B","0","1","","1"
"mesile-RAISER","mesile-RAISER-UNRAISED-F","0","","1",""
"mesile-RAISER","mesile-RAISER-UNRAISED-B","0","1","1",""
"mesle-RAISER","mesle-RAISER-RAISED-F","58","","","1"
"mesle-RAISER","mesle-RAISER-RAISED-B","0","1","","1"
"mesle-RAISER","mesle-RAISER-UNRAISED-F","0","","1",""
"mesle-RAISER","mesle-RAISER-UNRAISED-B","0","1","1",""
"meslehetchi-NON_RAISER","meslehetchi-NON_RAISER-RAISED-F","0","","","1"
"meslehetchi-NON_RAISER","meslehetchi-NON_RAISER-RAISED-B","0","1","","1"
"meslehetchi-NON_RAISER","meslehetchi-NON_RAISER-UNRAISED-F","1","","",""
"meslehetchi-NON_RAISER","meslehetchi-NON_RAISER-UNRAISED-B","0","1","",""
"meslihet-NON_RAISER","meslihet-NON_RAISER-RAISED-F","0","","","1"
"meslihet-NON_RAISER","meslihet-NON_RAISER-RAISED-B","0","1","","1"
"meslihet-NON_RAISER","meslihet-NON_RAISER-UNRAISED-F","295","","",""
"meslihet-NON_RAISER","meslihet-NON_RAISER-UNRAISED-B","0","1","",""
"meslihet-RAISER","meslihet-RAISER-RAISED-F","41","","","1"
"meslihet-RAISER","meslihet-RAISER-RAISED-B","0","1","","1"
"meslihet-RAISER","meslihet-RAISER-UNRAISED-F","0","","1",""
"meslihet-RAISER","meslihet-RAISER-UNRAISED-B","0","1","1",""
"meslihetchi-NON_RAISER","meslihetchi-NON_RAISER-RAISED-F","0","","","1"
"meslihetchi-NON_RAISER","meslihetchi-NON_RAISER-RAISED-B","0","1","","1"
"meslihetchi-NON_RAISER","meslihetchi-NON_RAISER-UNRAISED-F","158","","",""
"meslihetchi-NON_RAISER","meslihetchi-NON_RAISER-UNRAISED-B","0","1","",""
"meslihetlesh-NON_RAISER","meslihetlesh-NON_RAISER-RAISED-F","0","","","1"
"meslihetlesh-NON_RAISER","meslihetlesh-NON_RAISER-RAISED-B","0","1","","1"
"meslihetlesh-NON_RAISER","meslihetlesh-NON_RAISER-UNRAISED-F","6","","",""
"meslihetlesh-NON_RAISER","meslihetlesh-NON_RAISER-UNRAISED-B","0","1","",""
"meslihetlesh-RAISER","meslihetlesh-RAISER-RAISED-F","3","","","1"
"meslihetlesh-RAISER","meslihetlesh-RAISER-RAISED-B","0","1","","1"
"meslihetlesh-RAISER","meslihetlesh-RAISER-UNRAISED-F","0","","1",""
"meslihetlesh-RAISER","meslihetlesh-RAISER-UNRAISED-B","0","1","1",""
"mestane-RAISER","mestane-RAISER-RAISED-F","4","1","","1"
"mestane-RAISER","mestane-RAISER-RAISED-B","4","","","1"
"mestane-RAISER","mestane-RAISER-UNRAISED-F","0","","1",""
"mestane-RAISER","mestane-RAISER-UNRAISED-B","0","1","1",""
"mesum-NON_RAISER","mesum-NON_RAISER-RAISED-F","0","","","1"
"mesum-NON_RAISER","mesum-NON_RAISER-RAISED-B","0","1","","1"
"mesum-NON_RAISER","mesum-NON_RAISER-UNRAISED-F","0","1","",""
"mesum-NON_RAISER","mesum-NON_RAISER-UNRAISED-B","4","","",""
"mesxire-RAISER","mesxire-RAISER-RAISED-F","112","","","1"
"mesxire-RAISER","mesxire-RAISER-RAISED-B","0","1","","1"
"mesxire-RAISER","mesxire-RAISER-UNRAISED-F","10","","1",""
"mesxire-RAISER","mesxire-RAISER-UNRAISED-B","0","1","1",""
"mesxiriwaz-NON_RAISER","mesxiriwaz-NON_RAISER-RAISED-F","0","","","1"
"mesxiriwaz-NON_RAISER","mesxiriwaz-NON_RAISER-RAISED-B","0","1","","1"
"mesxiriwaz-NON_RAISER","mesxiriwaz-NON_RAISER-UNRAISED-F","0","1","",""
"mesxiriwaz-NON_RAISER","mesxiriwaz-NON_RAISER-UNRAISED-B","2","","",""
"métallo'id-NON_RAISER","métallo'id-NON_RAISER-RAISED-F","0","1","","1"
"métallo'id-NON_RAISER","métallo'id-NON_RAISER-RAISED-B","0","","","1"
"métallo'id-NON_RAISER","métallo'id-NON_RAISER-UNRAISED-F","0","1","",""
"métallo'id-NON_RAISER","métallo'id-NON_RAISER-UNRAISED-B","1","","",""
"metbe'e-NON_RAISER","metbe'e-NON_RAISER-RAISED-F","0","","","1"
"metbe'e-NON_RAISER","metbe'e-NON_RAISER-RAISED-B","0","1","","1"
"metbe'e-NON_RAISER","metbe'e-NON_RAISER-UNRAISED-F","34","","",""
"metbe'e-NON_RAISER","metbe'e-NON_RAISER-UNRAISED-B","0","1","",""
"metbe'echi-NON_RAISER","metbe'echi-NON_RAISER-RAISED-F","0","","","1"
"metbe'echi-NON_RAISER","metbe'echi-NON_RAISER-RAISED-B","0","1","","1"
"metbe'echi-NON_RAISER","metbe'echi-NON_RAISER-UNRAISED-F","15","","",""
"metbe'echi-NON_RAISER","metbe'echi-NON_RAISER-UNRAISED-B","0","1","",""
"metbu'atchi-NON_RAISER","metbu'atchi-NON_RAISER-RAISED-F","0","1","","1"
"metbu'atchi-NON_RAISER","metbu'atchi-NON_RAISER-RAISED-B","0","","","1"
"metbu'atchi-NON_RAISER","metbu'atchi-NON_RAISER-UNRAISED-F","0","1","",""
"metbu'atchi-NON_RAISER","metbu'atchi-NON_RAISER-UNRAISED-B","7","","",""
"mewjudat-NON_RAISER","mewjudat-NON_RAISER-RAISED-F","0","1","","1"
"mewjudat-NON_RAISER","mewjudat-NON_RAISER-RAISED-B","0","","","1"
"mewjudat-NON_RAISER","mewjudat-NON_RAISER-UNRAISED-F","0","1","",""
"mewjudat-NON_RAISER","mewjudat-NON_RAISER-UNRAISED-B","49","","",""
"mewjudiyet-NON_RAISER","mewjudiyet-NON_RAISER-RAISED-F","0","1","","1"
"mewjudiyet-NON_RAISER","mewjudiyet-NON_RAISER-RAISED-B","0","","","1"
"mewjudiyet-NON_RAISER","mewjudiyet-NON_RAISER-UNRAISED-F","15","","",""
"mewjudiyet-NON_RAISER","mewjudiyet-NON_RAISER-UNRAISED-B","0","1","",""
"mewjudiyet-RAISER","mewjudiyet-RAISER-RAISED-F","14","1","","1"
"mewjudiyet-RAISER","mewjudiyet-RAISER-RAISED-B","0","","","1"
"mewjudiyet-RAISER","mewjudiyet-RAISER-UNRAISED-F","0","","1",""
"mewjudiyet-RAISER","mewjudiyet-RAISER-UNRAISED-B","0","1","1",""
"mewjudiyetchi-NON_RAISER","mewjudiyetchi-NON_RAISER-RAISED-F","0","1","","1"
"mewjudiyetchi-NON_RAISER","mewjudiyetchi-NON_RAISER-RAISED-B","0","","","1"
"mewjudiyetchi-NON_RAISER","mewjudiyetchi-NON_RAISER-UNRAISED-F","9","","",""
"mewjudiyetchi-NON_RAISER","mewjudiyetchi-NON_RAISER-UNRAISED-B","0","1","",""
"mewsum-NON_RAISER","mewsum-NON_RAISER-RAISED-F","0","","","1"
"mewsum-NON_RAISER","mewsum-NON_RAISER-RAISED-B","0","1","","1"
"mewsum-NON_RAISER","mewsum-NON_RAISER-UNRAISED-F","3","1","",""
"mewsum-NON_RAISER","mewsum-NON_RAISER-UNRAISED-B","52","","",""
"mewsüm-NON_RAISER","mewsüm-NON_RAISER-RAISED-F","0","","","1"
"mewsüm-NON_RAISER","mewsüm-NON_RAISER-RAISED-B","0","1","","1"
"mewsüm-NON_RAISER","mewsüm-NON_RAISER-UNRAISED-F","179","","",""
"mewsüm-NON_RAISER","mewsüm-NON_RAISER-UNRAISED-B","1","1","",""
"mexmel-NON_RAISER","mexmel-NON_RAISER-RAISED-F","0","","","1"
"mexmel-NON_RAISER","mexmel-NON_RAISER-RAISED-B","0","1","","1"
"mexmel-NON_RAISER","mexmel-NON_RAISER-UNRAISED-F","1","","",""
"mexmel-NON_RAISER","mexmel-NON_RAISER-UNRAISED-B","0","1","",""
"mexmut-NON_RAISER","mexmut-NON_RAISER-RAISED-F","0","","","1"
"mexmut-NON_RAISER","mexmut-NON_RAISER-RAISED-B","0","1","","1"
"mexmut-NON_RAISER","mexmut-NON_RAISER-UNRAISED-F","0","1","",""
"mexmut-NON_RAISER","mexmut-NON_RAISER-UNRAISED-B","2","","",""
"mexrej-NON_RAISER","mexrej-NON_RAISER-RAISED-F","0","","","1"
"mexrej-NON_RAISER","mexrej-NON_RAISER-RAISED-B","0","1","","1"
"mexrej-NON_RAISER","mexrej-NON_RAISER-UNRAISED-F","1","","",""
"mexrej-NON_RAISER","mexrej-NON_RAISER-UNRAISED-B","0","1","",""
"mexsum-NON_RAISER","mexsum-NON_RAISER-RAISED-F","0","","","1"
"mexsum-NON_RAISER","mexsum-NON_RAISER-RAISED-B","0","1","","1"
"mexsum-NON_RAISER","mexsum-NON_RAISER-UNRAISED-F","0","1","",""
"mexsum-NON_RAISER","mexsum-NON_RAISER-UNRAISED-B","8","","",""
"meydan-NON_RAISER","meydan-NON_RAISER-RAISED-F","0","","","1"
"meydan-NON_RAISER","meydan-NON_RAISER-RAISED-B","0","1","","1"
"meydan-NON_RAISER","meydan-NON_RAISER-UNRAISED-F","0","1","",""
"meydan-NON_RAISER","meydan-NON_RAISER-UNRAISED-B","3809","","",""
"meydan-NON_RAISER","meydan-NON_RAISER-RAISED-F","0","","","1"
"meydan-NON_RAISER","meydan-NON_RAISER-RAISED-B","0","1","","1"
"meydan-NON_RAISER","meydan-NON_RAISER-UNRAISED-F","0","1","",""
"meydan-NON_RAISER","meydan-NON_RAISER-UNRAISED-B","2008","","",""
"meyde-NON_RAISER","meyde-NON_RAISER-RAISED-F","0","","","1"
"meyde-NON_RAISER","meyde-NON_RAISER-RAISED-B","0","1","","1"
"meyde-NON_RAISER","meyde-NON_RAISER-UNRAISED-F","14","","",""
"meyde-NON_RAISER","meyde-NON_RAISER-UNRAISED-B","0","1","",""
"meyde-RAISER","meyde-RAISER-RAISED-F","171","","","1"
"meyde-RAISER","meyde-RAISER-RAISED-B","0","1","","1"
"meyde-RAISER","meyde-RAISER-UNRAISED-F","1","","1",""
"meyde-RAISER","meyde-RAISER-UNRAISED-B","0","1","1",""
"meynet-NON_RAISER","meynet-NON_RAISER-RAISED-F","0","","","1"
"meynet-NON_RAISER","meynet-NON_RAISER-RAISED-B","0","1","","1"
"meynet-NON_RAISER","meynet-NON_RAISER-UNRAISED-F","6","","",""
"meynet-NON_RAISER","meynet-NON_RAISER-UNRAISED-B","0","1","",""
"meyüs-NON_RAISER","meyüs-NON_RAISER-RAISED-F","0","","","1"
"meyüs-NON_RAISER","meyüs-NON_RAISER-RAISED-B","0","1","","1"
"meyüs-NON_RAISER","meyüs-NON_RAISER-UNRAISED-F","1","","",""
"meyüs-NON_RAISER","meyüs-NON_RAISER-UNRAISED-B","0","1","",""
"meyüslen-NON_RAISER","meyüslen-NON_RAISER-RAISED-F","0","","","1"
"meyüslen-NON_RAISER","meyüslen-NON_RAISER-RAISED-B","0","1","","1"
"meyüslen-NON_RAISER","meyüslen-NON_RAISER-UNRAISED-F","10","","",""
"meyüslen-NON_RAISER","meyüslen-NON_RAISER-UNRAISED-B","0","1","",""
"meyüslen-RAISER","meyüslen-RAISER-RAISED-F","3","","","1"
"meyüslen-RAISER","meyüslen-RAISER-RAISED-B","0","1","","1"
"meyüslen-RAISER","meyüslen-RAISER-UNRAISED-F","0","","1",""
"meyüslen-RAISER","meyüslen-RAISER-UNRAISED-B","0","1","1",""
"meyxana-RAISER","meyxana-RAISER-RAISED-F","2","1","","1"
"meyxana-RAISER","meyxana-RAISER-RAISED-B","5","","","1"
"meyxana-RAISER","meyxana-RAISER-UNRAISED-F","0","1","1",""
"meyxana-RAISER","meyxana-RAISER-UNRAISED-B","1","","1",""
"meyxor-NON_RAISER","meyxor-NON_RAISER-RAISED-F","0","","","1"
"meyxor-NON_RAISER","meyxor-NON_RAISER-RAISED-B","0","1","","1"
"meyxor-NON_RAISER","meyxor-NON_RAISER-UNRAISED-F","0","1","",""
"meyxor-NON_RAISER","meyxor-NON_RAISER-UNRAISED-B","1","","",""
"meze-RAISER","meze-RAISER-RAISED-F","6","","","1"
"meze-RAISER","meze-RAISER-RAISED-B","0","1","","1"
"meze-RAISER","meze-RAISER-UNRAISED-F","0","","1",""
"meze-RAISER","meze-RAISER-UNRAISED-B","0","1","1",""
"mezheb-NON_RAISER","mezheb-NON_RAISER-RAISED-F","0","","","1"
"mezheb-NON_RAISER","mezheb-NON_RAISER-RAISED-B","0","1","","1"
"mezheb-NON_RAISER","mezheb-NON_RAISER-UNRAISED-F","11","","",""
"mezheb-NON_RAISER","mezheb-NON_RAISER-UNRAISED-B","0","1","",""
"mezheb-RAISER","mezheb-RAISER-RAISED-F","9","","","1"
"mezheb-RAISER","mezheb-RAISER-RAISED-B","0","1","","1"
"mezheb-RAISER","mezheb-RAISER-UNRAISED-F","0","","1",""
"mezheb-RAISER","mezheb-RAISER-UNRAISED-B","0","1","1",""
"mezhep-NON_RAISER","mezhep-NON_RAISER-RAISED-F","0","","","1"
"mezhep-NON_RAISER","mezhep-NON_RAISER-RAISED-B","0","1","","1"
"mezhep-NON_RAISER","mezhep-NON_RAISER-UNRAISED-F","102","","",""
"mezhep-NON_RAISER","mezhep-NON_RAISER-UNRAISED-B","0","1","",""
"mezhep-RAISER","mezhep-RAISER-RAISED-F","49","","","1"
"mezhep-RAISER","mezhep-RAISER-RAISED-B","0","1","","1"
"mezhep-RAISER","mezhep-RAISER-UNRAISED-F","0","","1",""
"mezhep-RAISER","mezhep-RAISER-UNRAISED-B","0","1","1",""
"mezlum-NON_RAISER","mezlum-NON_RAISER-RAISED-F","0","","","1"
"mezlum-NON_RAISER","mezlum-NON_RAISER-RAISED-B","0","1","","1"
"mezlum-NON_RAISER","mezlum-NON_RAISER-UNRAISED-F","1","1","",""
"mezlum-NON_RAISER","mezlum-NON_RAISER-UNRAISED-B","138","","",""
"mezmun-NON_RAISER","mezmun-NON_RAISER-RAISED-F","0","","","1"
"mezmun-NON_RAISER","mezmun-NON_RAISER-RAISED-B","0","1","","1"
"mezmun-NON_RAISER","mezmun-NON_RAISER-UNRAISED-F","1","1","",""
"mezmun-NON_RAISER","mezmun-NON_RAISER-UNRAISED-B","2073","","",""
"mezmut-NON_RAISER","mezmut-NON_RAISER-RAISED-F","0","","","1"
"mezmut-NON_RAISER","mezmut-NON_RAISER-RAISED-B","0","1","","1"
"mezmut-NON_RAISER","mezmut-NON_RAISER-UNRAISED-F","0","1","",""
"mezmut-NON_RAISER","mezmut-NON_RAISER-UNRAISED-B","1","","",""
"mezze-RAISER","mezze-RAISER-RAISED-F","72","","","1"
"mezze-RAISER","mezze-RAISER-RAISED-B","0","1","","1"
"mezze-RAISER","mezze-RAISER-UNRAISED-F","0","","1",""
"mezze-RAISER","mezze-RAISER-UNRAISED-B","0","1","1",""
"mikrofon-NON_RAISER","mikrofon-NON_RAISER-RAISED-F","0","1","","1"
"mikrofon-NON_RAISER","mikrofon-NON_RAISER-RAISED-B","0","","","1"
"mikrofon-NON_RAISER","mikrofon-NON_RAISER-UNRAISED-F","0","1","",""
"mikrofon-NON_RAISER","mikrofon-NON_RAISER-UNRAISED-B","5","","",""
"mikrosoft-NON_RAISER","mikrosoft-NON_RAISER-RAISED-F","0","1","","1"
"mikrosoft-NON_RAISER","mikrosoft-NON_RAISER-RAISED-B","0","","","1"
"mikrosoft-NON_RAISER","mikrosoft-NON_RAISER-UNRAISED-F","0","1","",""
"mikrosoft-NON_RAISER","mikrosoft-NON_RAISER-UNRAISED-B","2","","",""
"milano-NON_RAISER","milano-NON_RAISER-RAISED-F","0","1","","1"
"milano-NON_RAISER","milano-NON_RAISER-RAISED-B","0","","","1"
"milano-NON_RAISER","milano-NON_RAISER-UNRAISED-F","0","1","",""
"milano-NON_RAISER","milano-NON_RAISER-UNRAISED-B","1","","",""
"milletler-NON_RAISER","milletler-NON_RAISER-RAISED-F","0","","","1"
"milletler-NON_RAISER","milletler-NON_RAISER-RAISED-B","0","1","","1"
"milletler-NON_RAISER","milletler-NON_RAISER-UNRAISED-F","3","","",""
"milletler-NON_RAISER","milletler-NON_RAISER-UNRAISED-B","0","1","",""
"milletshunas-NON_RAISER","milletshunas-NON_RAISER-RAISED-F","0","1","","1"
"milletshunas-NON_RAISER","milletshunas-NON_RAISER-RAISED-B","0","","","1"
"milletshunas-NON_RAISER","milletshunas-NON_RAISER-UNRAISED-F","0","1","",""
"milletshunas-NON_RAISER","milletshunas-NON_RAISER-UNRAISED-B","18","","",""
"milliylashtur-NON_RAISER","milliylashtur-NON_RAISER-RAISED-F","0","1","","1"
"milliylashtur-NON_RAISER","milliylashtur-NON_RAISER-RAISED-B","0","","","1"
"milliylashtur-NON_RAISER","milliylashtur-NON_RAISER-UNRAISED-F","0","1","",""
"milliylashtur-NON_RAISER","milliylashtur-NON_RAISER-UNRAISED-B","6","","",""
"minamyot-NON_RAISER","minamyot-NON_RAISER-RAISED-F","0","1","","1"
"minamyot-NON_RAISER","minamyot-NON_RAISER-RAISED-B","0","","","1"
"minamyot-NON_RAISER","minamyot-NON_RAISER-UNRAISED-F","0","1","",""
"minamyot-NON_RAISER","minamyot-NON_RAISER-UNRAISED-B","5","","",""
"miniatyura-RAISER","miniatyura-RAISER-RAISED-F","0","1","","1"
"miniatyura-RAISER","miniatyura-RAISER-RAISED-B","58","","","1"
"miniatyura-RAISER","miniatyura-RAISER-UNRAISED-F","0","1","1",""
"miniatyura-RAISER","miniatyura-RAISER-UNRAISED-B","0","","1",""
"minnetdar-NON_RAISER","minnetdar-NON_RAISER-RAISED-F","0","","","1"
"minnetdar-NON_RAISER","minnetdar-NON_RAISER-RAISED-B","0","1","","1"
"minnetdar-NON_RAISER","minnetdar-NON_RAISER-UNRAISED-F","0","1","",""
"minnetdar-NON_RAISER","minnetdar-NON_RAISER-UNRAISED-B","1095","","",""
"mirasxor-NON_RAISER","mirasxor-NON_RAISER-RAISED-F","0","1","","1"
"mirasxor-NON_RAISER","mirasxor-NON_RAISER-RAISED-B","0","","","1"
"mirasxor-NON_RAISER","mirasxor-NON_RAISER-UNRAISED-F","0","1","",""
"mirasxor-NON_RAISER","mirasxor-NON_RAISER-UNRAISED-B","5","","",""
"mirzaxana-RAISER","mirzaxana-RAISER-RAISED-F","0","1","","1"
"mirzaxana-RAISER","mirzaxana-RAISER-RAISED-B","1","","","1"
"mirzaxana-RAISER","mirzaxana-RAISER-UNRAISED-F","0","1","1",""
"mirzaxana-RAISER","mirzaxana-RAISER-UNRAISED-B","0","","1",""
"moden-NON_RAISER","moden-NON_RAISER-RAISED-F","0","1","","1"
"moden-NON_RAISER","moden-NON_RAISER-RAISED-B","0","","","1"
"moden-NON_RAISER","moden-NON_RAISER-UNRAISED-F","1","","",""
"moden-NON_RAISER","moden-NON_RAISER-UNRAISED-B","0","1","",""
"möhlet-NON_RAISER","möhlet-NON_RAISER-RAISED-F","0","","","1"
"möhlet-NON_RAISER","möhlet-NON_RAISER-RAISED-B","0","1","","1"
"möhlet-NON_RAISER","möhlet-NON_RAISER-UNRAISED-F","12","","",""
"möhlet-NON_RAISER","möhlet-NON_RAISER-UNRAISED-B","0","1","",""
"mohtaj-NON_RAISER","mohtaj-NON_RAISER-RAISED-F","0","1","","1"
"mohtaj-NON_RAISER","mohtaj-NON_RAISER-RAISED-B","0","","","1"
"mohtaj-NON_RAISER","mohtaj-NON_RAISER-UNRAISED-F","0","1","",""
"mohtaj-NON_RAISER","mohtaj-NON_RAISER-UNRAISED-B","27","","",""
"möhür-NON_RAISER","möhür-NON_RAISER-RAISED-F","0","","","1"
"möhür-NON_RAISER","möhür-NON_RAISER-RAISED-B","0","1","","1"
"möhür-NON_RAISER","möhür-NON_RAISER-UNRAISED-F","4","","",""
