"","","","*Unraised","HarmonizeBack","HarmonizeFront"
"pesende","pesende-F","0","1","",""
"","pesende-B","0","1","","1"
"","pesende-RAISE-F","7","","",""
"","pesende-RAISE-B","0","","","1"
"pesey","pesey-F","0","1","",""
"","pesey-B","0","1","","1"
"","pesey-RAISE-F","8","","",""
"","pesey-RAISE-B","0","","","1"
"péshane","péshane-F","0","1","",""
"","péshane-B","0","1","","1"
"","péshane-RAISE-F","24","","",""
"","péshane-RAISE-B","1","","","1"
"pesle","pesle-F","0","1","",""
"","pesle-B","0","1","","1"
"","pesle-RAISE-F","3","","",""
"","pesle-RAISE-B","0","","","1"
"peslesh","peslesh-F","0","1","",""
"","peslesh-B","0","1","","1"
"","peslesh-RAISE-F","1","","",""
"","peslesh-RAISE-B","0","","","1"
"pete","pete-F","0","1","",""
"","pete-B","0","1","","1"
"","pete-RAISE-F","17","","",""
"","pete-RAISE-B","0","","","1"
"peter","peter-F","0","1","",""
"","peter-B","0","1","","1"
"","peter-RAISE-F","7","","",""
"","peter-RAISE-B","0","","","1"
"petile","petile-F","0","1","",""
"","petile-B","0","1","","1"
"","petile-RAISE-F","1","","",""
"","petile-RAISE-B","0","","","1"
"pewqul'adde","pewqul'adde-F","0","1","",""
"","pewqul'adde-B","0","1","","1"
"","pewqul'adde-RAISE-F","1","","",""
"","pewqul'adde-RAISE-B","0","","","1"
"pexirlen","pexirlen-F","0","1","",""
"","pexirlen-B","0","1","","1"
"","pexirlen-RAISE-F","38","","",""
"","pexirlen-RAISE-B","0","","","1"
"peyghember","peyghember-F","0","1","",""
"","peyghember-B","0","1","","1"
"","peyghember-RAISE-F","44","","",""
"","peyghember-RAISE-B","0","","","1"
"peyshenbe","peyshenbe-F","0","1","",""
"","peyshenbe-B","0","1","","1"
"","peyshenbe-RAISE-F","4","","",""
"","peyshenbe-RAISE-B","0","","","1"
"pezilet","pezilet-F","0","1","",""
"","pezilet-B","0","1","","1"
"","pezilet-RAISE-F","21","","",""
"","pezilet-RAISE-B","0","","","1"
"pilanla","pilanla-F","0","1","1",""
"","pilanla-B","0","1","",""
"","pilanla-RAISE-F","0","","1",""
"","pilanla-RAISE-B","50","","",""
"piramida","piramida-F","0","1","1",""
"","piramida-B","0","1","",""
"","piramida-RAISE-F","0","","1",""
"","piramida-RAISE-B","6","","",""
"pirogramma","pirogramma-F","0","1","1",""
"","pirogramma-B","0","1","",""
"","pirogramma-RAISE-F","0","","1",""
"","pirogramma-RAISE-B","30","","",""
"piroza","piroza-F","0","1","1",""
"","piroza-B","0","1","",""
"","piroza-RAISE-F","0","","1",""
"","piroza-RAISE-B","2","","",""
"piyade","piyade-F","0","1","",""
"","piyade-B","0","1","","1"
"","piyade-RAISE-F","76","","",""
"","piyade-RAISE-B","0","","","1"
"piyale","piyale-F","0","1","",""
"","piyale-B","0","1","","1"
"","piyale-RAISE-F","22","","",""
"","piyale-RAISE-B","5","","","1"
"planéta","planéta-F","0","1","1",""
"","planéta-B","0","1","",""
"","planéta-RAISE-F","0","","1",""
"","planéta-RAISE-B","8","","",""
"platina","platina-F","0","1","1",""
"","platina-B","0","1","",""
"","platina-RAISE-F","0","","1",""
"","platina-RAISE-B","2","","",""
"pochta","pochta-F","0","1","1",""
"","pochta-B","0","1","",""
"","pochta-RAISE-F","0","","1",""
"","pochta-RAISE-B","100","","",""
"pochtixana","pochtixana-F","0","1","1",""
"","pochtixana-B","0","1","",""
"","pochtixana-RAISE-F","0","","1",""
"","pochtixana-RAISE-B","12","","",""
"pola","pola-F","0","1","1",""
"","pola-B","0","1","",""
"","pola-RAISE-F","0","","1",""
"","pola-RAISE-B","1","","",""
"popoza","popoza-F","0","1","1",""
"","popoza-B","0","1","",""
"","popoza-RAISE-F","0","","1",""
"","popoza-RAISE-B","1","","",""
"posma","posma-F","0","1","1",""
"","posma-B","0","1","",""
"","posma-RAISE-F","0","","1",""
"","posma-RAISE-B","3","","",""
"pota","pota-F","0","1","1",""
"","pota-B","0","1","",""
"","pota-RAISE-F","0","","1",""
"","pota-RAISE-B","12","","",""
"potey","potey-F","0","1","",""
"","potey-B","0","1","","1"
"","potey-RAISE-F","1","","",""
"","potey-RAISE-B","0","","","1"
"potla","potla-F","0","1","1",""
"","potla-B","0","1","",""
"","potla-RAISE-F","0","","1",""
"","potla-RAISE-B","1","","",""
"programma","programma-F","0","1","1",""
"","programma-B","0","1","",""
"","programma-RAISE-F","0","","1",""
"","programma-RAISE-B","2170","","",""
"proza","proza-F","0","1","1",""
"","proza-B","0","1","",""
"","proza-RAISE-F","0","","1",""
"","proza-RAISE-B","16","","",""
"puchila","puchila-F","0","1","1",""
"","puchila-B","0","1","",""
"","puchila-RAISE-F","0","","1",""
"","puchila-RAISE-B","3","","",""
"pura","pura-F","0","1","1",""
"","pura-B","0","1","",""
"","pura-RAISE-F","0","","1",""
"","pura-RAISE-B","9","","",""
"pürme","pürme-F","0","1","",""
"","pürme-B","0","1","","1"
"","pürme-RAISE-F","1","","",""
"","pürme-RAISE-B","0","","","1"
"purset","purset-F","0","1","",""
"","purset-B","0","1","","1"
"","purset-RAISE-F","790","","",""
"","purset-RAISE-B","7","","","1"
"purzhina","purzhina-F","0","1","1",""
"","purzhina-B","0","1","",""
"","purzhina-RAISE-F","0","","1",""
"","purzhina-RAISE-B","3","","",""
"putlash","putlash-F","0","1","1",""
"","putlash-B","0","1","",""
"","putlash-RAISE-F","0","","1",""
"","putlash-RAISE-B","3","","",""
"pütünle","pütünle-F","0","1","",""
"","pütünle-B","0","1","","1"
"","pütünle-RAISE-F","1","","",""
"","pütünle-RAISE-B","0","","","1"
"pütünlesh","pütünlesh-F","0","1","",""
"","pütünlesh-B","0","1","","1"
"","pütünlesh-RAISE-F","5","","",""
"","pütünlesh-RAISE-B","0","","","1"
"püwle","püwle-F","0","1","",""
"","püwle-B","0","1","","1"
"","püwle-RAISE-F","8","","",""
"","püwle-RAISE-B","0","","","1"
"puxta","puxta-F","0","1","1",""
"","puxta-B","0","1","",""
"","puxta-RAISE-F","0","","1",""
"","puxta-RAISE-B","4","","",""
"puxtila","puxtila-F","0","1","1",""
"","puxtila-B","0","1","",""
"","puxtila-RAISE-F","0","","1",""
"","puxtila-RAISE-B","2","","",""
"qa'ide","qa'ide-F","0","1","",""
"","qa'ide-B","0","1","","1"
"","qa'ide-RAISE-F","402","","",""
"","qa'ide-RAISE-B","0","","","1"
"qabiliyet","qabiliyet-F","0","1","",""
"","qabiliyet-B","0","1","","1"
"","qabiliyet-RAISE-F","143","","",""
"","qabiliyet-RAISE-B","0","","","1"
"qabilyet","qabilyet-F","0","1","",""
"","qabilyet-B","0","1","","1"
"","qabilyet-RAISE-F","5","","",""
"","qabilyet-RAISE-B","0","","","1"
"qacha","qacha-F","0","1","1",""
"","qacha-B","0","1","",""
"","qacha-RAISE-F","0","","1",""
"","qacha-RAISE-B","110","","",""
"qachila","qachila-F","0","1","1",""
"","qachila-B","0","1","",""
"","qachila-RAISE-F","0","","1",""
"","qachila-RAISE-B","14","","",""
"qalaymiqanlash","qalaymiqanlash-F","0","1","1",""
"","qalaymiqanlash-B","0","1","",""
"","qalaymiqanlash-RAISE-F","0","","1",""
"","qalaymiqanlash-RAISE-B","2","","",""
"qama","qama-F","0","1","1",""
"","qama-B","0","1","",""
"","qama-RAISE-F","0","","1",""
"","qama-RAISE-B","6","","",""
"qamal","qamal-F","0","1","1",""
"","qamal-B","0","1","",""
"","qamal-RAISE-F","0","","1",""
"","qamal-RAISE-B","72","","",""
"qamalla","qamalla-F","0","1","1",""
"","qamalla-B","0","1","",""
"","qamalla-RAISE-F","0","","1",""
"","qamalla-RAISE-B","2","","",""
"qamaqxana","qamaqxana-F","0","1","1",""
"","qamaqxana-B","0","1","",""
"","qamaqxana-RAISE-F","0","","1",""
"","qamaqxana-RAISE-B","331","","",""
"qamcha","qamcha-F","0","1","1",""
"","qamcha-B","0","1","",""
"","qamcha-RAISE-F","1","","1",""
"","qamcha-RAISE-B","11","","",""
"qamchila","qamchila-F","0","1","1",""
"","qamchila-B","0","1","",""
"","qamchila-RAISE-F","0","","1",""
"","qamchila-RAISE-B","3","","",""
"qamda","qamda-F","0","1","1",""
"","qamda-B","0","1","",""
"","qamda-RAISE-F","0","","1",""
"","qamda-RAISE-B","10","","",""
"qamet","qamet-F","0","1","",""
"","qamet-B","0","1","","1"
"","qamet-RAISE-F","13","","",""
"","qamet-RAISE-B","0","","","1"
"qamlash","qamlash-F","0","1","1",""
"","qamlash-B","0","1","",""
"","qamlash-RAISE-F","0","","1",""
"","qamlash-RAISE-B","1","","",""
"qana","qana-F","0","1","1",""
"","qana-B","0","1","",""
"","qana-RAISE-F","0","","1",""
"","qana-RAISE-B","2","","",""
"qana'et","qana'et-F","0","1","",""
"","qana'et-B","0","1","","1"
"","qana'et-RAISE-F","2","","",""
"","qana'et-RAISE-B","0","","","1"
"qana'etlen","qana'etlen-F","0","1","",""
"","qana'etlen-B","0","1","","1"
"","qana'etlen-RAISE-F","2","","",""
"","qana'etlen-RAISE-B","0","","","1"
"qanal","qanal-F","0","1","1",""
"","qanal-B","0","1","",""
"","qanal-RAISE-F","0","","1",""
"","qanal-RAISE-B","261","","",""
"qanat","qanat-F","0","1","1",""
"","qanat-B","0","1","",""
"","qanat-RAISE-F","0","","1",""
"","qanat-RAISE-B","55","","",""
"qanatlan","qanatlan-F","0","1","1",""
"","qanatlan-B","0","1","",""
"","qanatlan-RAISE-F","0","","1",""
"","qanatlan-RAISE-B","2","","",""
"qanche","qanche-F","0","1","",""
"","qanche-B","0","1","","1"
"","qanche-RAISE-F","2872","","",""
"","qanche-RAISE-B","48","","","1"
"qanuniyet","qanuniyet-F","0","1","",""
"","qanuniyet-B","0","1","","1"
"","qanuniyet-RAISE-F","48","","",""
"","qanuniyet-RAISE-B","0","","","1"
"qapartma","qapartma-F","0","1","1",""
"","qapartma-B","0","1","",""
"","qapartma-RAISE-F","0","","1",""
"","qapartma-RAISE-B","6","","",""
"qapla","qapla-F","0","1","1",""
"","qapla-B","0","1","",""
"","qapla-RAISE-F","0","","1",""
"","qapla-RAISE-B","21","","",""
"qara","qara-F","0","1","1",""
"","qara-B","0","1","",""
"","qara-RAISE-F","0","","1",""
"","qara-RAISE-B","2602","","",""
"qaram","qaram-F","0","1","1",""
"","qaram-B","0","1","",""
"","qaram-RAISE-F","0","","1",""
"","qaram-RAISE-B","2","","",""
"qarangghulash","qarangghulash-F","0","1","1",""
"","qarangghulash-B","0","1","",""
"","qarangghulash-RAISE-F","0","","1",""
"","qarangghulash-RAISE-B","1","","",""
"qarash","qarash-F","0","1","1",""
"","qarash-B","0","1","",""
"","qarash-RAISE-F","1.00000000000001","","1",""
"","qarash-RAISE-B","449","","",""
"qarat","qarat-F","0","1","1",""
"","qarat-B","0","1","",""
"","qarat-RAISE-F","0","","1",""
"","qarat-RAISE-B","36","","",""
"qarawulxana","qarawulxana-F","0","1","1",""
"","qarawulxana-B","0","1","",""
"","qarawulxana-RAISE-F","0","","1",""
"","qarawulxana-RAISE-B","42","","",""
"qaray","qaray-F","0","1","1",""
"","qaray-B","0","1","",""
"","qaray-RAISE-F","0","","1",""
"","qaray-RAISE-B","24","","",""
"qarila","qarila-F","0","1","1",""
"","qarila-B","0","1","",""
"","qarila-RAISE-F","0","","1",""
"","qarila-RAISE-B","16","","",""
"qarshilash","qarshilash-F","0","1","1",""
"","qarshilash-B","0","1","",""
"","qarshilash-RAISE-F","0","","1",""
"","qarshilash-RAISE-B","14","","",""
"qasha","qasha-F","0","1","1",""
"","qasha-B","0","1","",""
"","qasha-RAISE-F","0","","1",""
"","qasha-RAISE-B","3","","",""
"qassapxana","qassapxana-F","0","1","1",""
"","qassapxana-B","0","1","",""
"","qassapxana-RAISE-F","0","","1",""
"","qassapxana-RAISE-B","1","","",""
"qatlam","qatlam-F","0","1","1",""
"","qatlam-B","0","1","",""
"","qatlam-RAISE-F","0","","1",""
"","qatlam-RAISE-B","1","","",""
"qatlima","qatlima-F","0","1","1",""
"","qatlima-B","0","1","",""
"","qatlima-RAISE-F","0","","1",""
"","qatlima-RAISE-B","2","","",""
"qatnash","qatnash-F","0","1","1",""
"","qatnash-B","0","1","",""
"","qatnash-RAISE-F","0","","1",""
"","qatnash-RAISE-B","121","","",""
"qawaqxana","qawaqxana-F","0","1","1",""
"","qawaqxana-B","0","1","",""
"","qawaqxana-RAISE-F","0","","1",""
"","qawaqxana-RAISE-B","9","","",""
"qaycha","qaycha-F","0","1","1",""
"","qaycha-B","0","1","",""
"","qaycha-RAISE-F","0","","1",""
"","qaycha-RAISE-B","4","","",""
"qayna","qayna-F","0","1","1",""
"","qayna-B","0","1","",""
"","qayna-RAISE-F","0","","1",""
"","qayna-RAISE-B","5","","",""
"qaynam","qaynam-F","0","1","1",""
"","qaynam-B","0","1","",""
"","qaynam-RAISE-F","0","","1",""
"","qaynam-RAISE-B","225","","",""
"qaynash","qaynash-F","0","1","1",""
"","qaynash-B","0","1","",""
"","qaynash-RAISE-F","0","","1",""
"","qaynash-RAISE-B","1","","",""
"qaynat","qaynat-F","0","1","1",""
"","qaynat-B","0","1","",""
"","qaynat-RAISE-F","0","","1",""
"","qaynat-RAISE-B","5","","",""
"qayra","qayra-F","0","1","1",""
"","qayra-B","0","1","",""
"","qayra-RAISE-F","0","","1",""
"","qayra-RAISE-B","5","","",""
"qaytila","qaytila-F","0","1","1",""
"","qaytila-B","0","1","",""
"","qaytila-RAISE-F","0","","1",""
"","qaytila-RAISE-B","15","","",""
"qaza","qaza-F","0","1","1",""
"","qaza-B","0","1","",""
"","qaza-RAISE-F","0","","1",""
"","qaza-RAISE-B","237","","",""
"qazala","qazala-F","0","1","1",""
"","qazala-B","0","1","",""
"","qazala-RAISE-F","0","","1",""
"","qazala-RAISE-B","2","","",""
"qebihlesh","qebihlesh-F","0","1","",""
"","qebihlesh-B","0","1","","1"
"","qebihlesh-RAISE-F","1","","",""
"","qebihlesh-RAISE-B","0","","","1"
"qebile","qebile-F","0","1","",""
"","qebile-B","0","1","","1"
"","qebile-RAISE-F","422","","",""
"","qebile-RAISE-B","0","","","1"
"qebre","qebre-F","0","1","",""
"","qebre-B","0","1","","1"
"","qebre-RAISE-F","312","","",""
"","qebre-RAISE-B","0","","","1"
"qedirle","qedirle-F","0","1","",""
"","qedirle-B","0","1","","1"
"","qedirle-RAISE-F","62","","",""
"","qedirle-RAISE-B","0","","","1"
"qehwexana","qehwexana-F","0","1","1",""
"","qehwexana-B","0","1","",""
"","qehwexana-RAISE-F","0","","1",""
"","qehwexana-RAISE-B","19","","",""
"qelem","qelem-F","0","1","",""
"","qelem-B","0","1","","1"
"","qelem-RAISE-F","352","","",""
"","qelem-RAISE-B","0","","","1"
"qemer","qemer-F","0","1","",""
"","qemer-B","0","1","","1"
"","qemer-RAISE-F","1","","",""
"","qemer-RAISE-B","0","","","1"
"qepes","qepes-F","0","1","",""
"","qepes-B","0","1","","1"
"","qepes-RAISE-F","4","","",""
"","qepes-RAISE-B","0","","","1"
"qepez","qepez-F","0","1","",""
"","qepez-B","0","1","","1"
"","qepez-RAISE-F","2","","",""
"","qepez-RAISE-B","0","","","1"
"qerne","qerne-F","0","1","",""
"","qerne-B","0","1","","1"
"","qerne-RAISE-F","1","","",""
"","qerne-RAISE-B","0","","","1"
"qesem","qesem-F","0","1","",""
"","qesem-B","0","1","","1"
"","qesem-RAISE-F","9","","",""
"","qesem-RAISE-B","0","","","1"
"qeside","qeside-F","0","1","",""
"","qeside-B","0","1","","1"
"","qeside-RAISE-F","17","","",""
"","qeside-RAISE-B","0","","","1"
"qetre","qetre-F","0","1","",""
"","qetre-B","0","1","","1"
"","qetre-RAISE-F","11","","",""
"","qetre-RAISE-B","0","","","1"
"qewet","qewet-F","0","1","",""
"","qewet-B","0","1","","1"
"","qewet-RAISE-F","61","","",""
"","qewet-RAISE-B","0","","","1"
"qeyer","qeyer-F","0","1","",""
"","qeyer-B","0","1","","1"
"","qeyer-RAISE-F","55","","",""
"","qeyer-RAISE-B","0","","","1"
"qimarxana","qimarxana-F","0","1","1",""
"","qimarxana-B","0","1","",""
"","qimarxana-RAISE-F","0","","1",""
"","qimarxana-RAISE-B","19","","",""
"qimmetle","qimmetle-F","0","1","",""
"","qimmetle-B","0","1","","1"
"","qimmetle-RAISE-F","7","","",""
"","qimmetle-RAISE-B","0","","","1"
"qira'etxana","qira'etxana-F","0","1","1",""
"","qira'etxana-B","0","1","",""
"","qira'etxana-RAISE-F","0","","1",""
"","qira'etxana-RAISE-B","4","","",""
"qiyamet","qiyamet-F","0","1","",""
"","qiyamet-B","0","1","","1"
"","qiyamet-RAISE-F","1","","",""
"","qiyamet-RAISE-B","0","","","1"
"qiyapet","qiyapet-F","0","1","",""
"","qiyapet-B","0","1","","1"
"","qiyapet-RAISE-F","192","","",""
"","qiyapet-RAISE-B","2","","","1"
"qiyasla","qiyasla-F","0","1","1",""
"","qiyasla-B","0","1","",""
"","qiyasla-RAISE-F","0","","1",""
"","qiyasla-RAISE-B","2","","",""
"qobulxana","qobulxana-F","0","1","1",""
"","qobulxana-B","0","1","",""
"","qobulxana-RAISE-F","0","","1",""
"","qobulxana-RAISE-B","3","","",""
"qolaylash","qolaylash-F","0","1","1",""
"","qolaylash-B","0","1","",""
"","qolaylash-RAISE-F","0","","1",""
"","qolaylash-RAISE-B","1","","",""
"qoldash","qoldash-F","0","1","1",""
"","qoldash-B","0","1","",""
"","qoldash-RAISE-F","0","","1",""
"","qoldash-RAISE-B","2","","",""
"qolla","qolla-F","0","1","1",""
"","qolla-B","0","1","",""
"","qolla-RAISE-F","0","","1",""
"","qolla-RAISE-B","305","","",""
"qomanda","qomanda-F","0","1","1",""
"","qomanda-B","0","1","",""
"","qomanda-RAISE-F","0","","1",""
"","qomanda-RAISE-B","3","","",""
"qorma","qorma-F","0","1","1",""
"","qorma-B","0","1","",""
"","qorma-RAISE-F","0","","1",""
"","qorma-RAISE-B","2","","",""
"qoshulma","qoshulma-F","0","1","1",""
"","qoshulma-B","0","1","",""
"","qoshulma-RAISE-F","0","","1",""
"","qoshulma-RAISE-B","4","","",""
"qoshuma","qoshuma-F","0","1","1",""
"","qoshuma-B","0","1","",""
"","qoshuma-RAISE-F","0","","1",""
"","qoshuma-RAISE-B","1","","",""
"qoshumche","qoshumche-F","0","1","",""
"","qoshumche-B","0","1","","1"
"","qoshumche-RAISE-F","0","","",""
"","qoshumche-RAISE-B","33","","","1"
"qoyma","qoyma-F","0","1","1",""
"","qoyma-B","0","1","",""
"","qoyma-RAISE-F","0","","1",""
"","qoyma-RAISE-B","30","","",""
"qoyuwet","qoyuwet-F","0","1","",""
"","qoyuwet-B","0","1","","1"
"","qoyuwet-RAISE-F","2","","",""
"","qoyuwet-RAISE-B","0","","","1"
"qoza","qoza-F","0","1","1",""
"","qoza-B","0","1","",""
"","qoza-RAISE-F","0","","1",""
"","qoza-RAISE-B","13","","",""
"qubbe","qubbe-F","0","1","",""
"","qubbe-B","0","1","","1"
"","qubbe-RAISE-F","3","","",""
"","qubbe-RAISE-B","1","","","1"
"qucha","qucha-F","0","1","1",""
"","qucha-B","0","1","",""
"","qucha-RAISE-F","0","","1",""
"","qucha-RAISE-B","2","","",""
"quda","quda-F","0","1","1",""
"","quda-B","0","1","",""
"","quda-RAISE-F","0","","1",""
"","quda-RAISE-B","48","","",""
"qudret","qudret-F","0","1","",""
"","qudret-B","0","1","","1"
"","qudret-RAISE-F","92","","",""
"","qudret-RAISE-B","0","","","1"
"qudretlen","qudretlen-F","0","1","",""
"","qudretlen-B","0","1","","1"
"","qudretlen-RAISE-F","1","","",""
"","qudretlen-RAISE-B","0","","","1"
"qulan","qulan-F","0","1","1",""
"","qulan-B","0","1","",""
"","qulan-RAISE-F","0","","1",""
"","qulan-RAISE-B","1","","",""
"qulule","qulule-F","0","1","",""
"","qulule-B","0","1","","1"
"","qulule-RAISE-F","1","","",""
"","qulule-RAISE-B","0","","","1"
"qulupla","qulupla-F","0","1","1",""
"","qulupla-B","0","1","",""
"","qulupla-RAISE-F","0","","1",""
"","qulupla-RAISE-B","1","","",""
"qumlash","qumlash-F","0","1","1",""
"","qumlash-B","0","1","",""
"","qumlash-RAISE-F","0","","1",""
"","qumlash-RAISE-B","2","","",""
"qura","qura-F","0","1","1",""
"","qura-B","0","1","",""
"","qura-RAISE-F","0","","1",""
"","qura-RAISE-B","15","","",""
"qurtla","qurtla-F","0","1","1",""
"","qurtla-B","0","1","",""
"","qurtla-RAISE-F","0","","1",""
"","qurtla-RAISE-B","1","","",""
"qurulma","qurulma-F","0","1","1",""
"","qurulma-B","0","1","",""
"","qurulma-RAISE-F","0","","1",""
"","qurulma-RAISE-B","295","","",""
"qurultay","qurultay-F","0","1","1",""
"","qurultay-B","0","1","",""
"","qurultay-RAISE-F","0.999999999999994","","1",""
"","qurultay-RAISE-B","651","","",""
"qushxana","qushxana-F","0","1","1",""
"","qushxana-B","0","1","",""
"","qushxana-RAISE-F","0","","1",""
"","qushxana-RAISE-B","14","","",""
"quta","quta-F","0","1","1",""
"","quta-B","0","1","",""
"","quta-RAISE-F","0","","1",""
"","quta-RAISE-B","14","","",""
"qutla","qutla-F","0","1","1",""
"","qutla-B","0","1","",""
"","qutla-RAISE-F","0","","1",""
