"","","","VAgree","HarmonizeBack","HarmonizeFront"
"qazala","qazala-RAISE-F","0","1","0.923789143168634",""
"","qazala-RAISE-B","2","","","0.0762108568313656"
"qebihlesh","qebihlesh-RAISE-F","1","","0.053579441856444",""
"","qebihlesh-RAISE-B","0","1","","0.946420558143556"
"qebile","qebile-RAISE-F","422","","0.0189821506054262",""
"","qebile-RAISE-B","0","1","","0.981017849394574"
"qebre","qebre-RAISE-F","312","","0.0212595239346923",""
"","qebre-RAISE-B","0","1","","0.978740476065308"
"qedirle","qedirle-RAISE-F","62","","0.0933439526709077",""
"","qedirle-RAISE-B","0","1","","0.906656047329092"
"qehwexana","qehwexana-RAISE-F","0","1","0.978397357513551",""
"","qehwexana-RAISE-B","19","","","0.0216026424864489"
"qelem","qelem-RAISE-F","352","","0.00383446818459203",""
"","qelem-RAISE-B","0","1","","0.996165531815408"
"qemer","qemer-RAISE-F","1","","0.0118667951396357",""
"","qemer-RAISE-B","0","1","","0.988133204860364"
"qepes","qepes-RAISE-F","4","","0.00792196706666375",""
"","qepes-RAISE-B","0","1","","0.992078032933336"
"qepez","qepez-RAISE-F","2","","0.00700597815705852",""
"","qepez-RAISE-B","0","1","","0.992994021842941"
"qerne","qerne-RAISE-F","1","","0.040319830552705",""
"","qerne-RAISE-B","0","1","","0.959680169447295"
"qesem","qesem-RAISE-F","9","","0.00446120937324629",""
"","qesem-RAISE-B","0","1","","0.995538790626754"
"qeside","qeside-RAISE-F","17","","0.0489345335919796",""
"","qeside-RAISE-B","0","1","","0.95106546640802"
"qetre","qetre-RAISE-F","11","","0.0525054377777626",""
"","qetre-RAISE-B","0","1","","0.947494562222237"
"qewet","qewet-RAISE-F","61","","0.00417128949738069",""
"","qewet-RAISE-B","0","1","","0.995828710502619"
"qeyer","qeyer-RAISE-F","55","","0.0028757218832018",""
"","qeyer-RAISE-B","0","1","","0.997124278116798"
"qimarxana","qimarxana-RAISE-F","0","1","0.97914181543621",""
"","qimarxana-RAISE-B","19","","","0.02085818456379"
"qimmetle","qimmetle-RAISE-F","7","","0.169446200010992",""
"","qimmetle-RAISE-B","0","1","","0.830553799989008"
"qira'etxana","qira'etxana-RAISE-F","0","1","0.975957530411014",""
"","qira'etxana-RAISE-B","4","","","0.0240424695889864"
"qiyamet","qiyamet-RAISE-F","1","1","0.00397543112369076",""
"","qiyamet-RAISE-B","0","","","0.996024568876309"
"qiyapet","qiyapet-RAISE-F","192","1","0.0135084662165036",""
"","qiyapet-RAISE-B","2","","","0.986491533783496"
"qiyasla","qiyasla-RAISE-F","0","1","0.914880197714589",""
"","qiyasla-RAISE-B","2","","","0.0851198022854114"
"qobulxana","qobulxana-RAISE-F","0","1","0.992529668827611",""
"","qobulxana-RAISE-B","3","","","0.00747033117238882"
"qolaylash","qolaylash-RAISE-F","0","1","0.959202754829886",""
"","qolaylash-RAISE-B","1","","","0.0407972451701136"
"qoldash","qoldash-RAISE-F","0","1","0.968895405312763",""
"","qoldash-RAISE-B","2","","","0.0311045946872366"
"qolla","qolla-RAISE-F","0","1","0.998349313215315",""
"","qolla-RAISE-B","305","","","0.00165068678468527"
"qomanda","qomanda-RAISE-F","0","1","0.928854558515736",""
"","qomanda-RAISE-B","3","","","0.0711454414842642"
"qorma","qorma-RAISE-F","0","1","0.880924449858283",""
"","qorma-RAISE-B","2","","","0.119075550141717"
"qoshulma","qoshulma-RAISE-F","0","1","0.930424500861668",""
"","qoshulma-RAISE-B","4","","","0.0695754991383322"
"qoshuma","qoshuma-RAISE-F","0","1","0.951873798382246",""
"","qoshuma-RAISE-B","1","","","0.0481262016177536"
"qoshumche","qoshumche-RAISE-F","0","1","0.466203853851541",""
"","qoshumche-RAISE-B","33","","","0.533796146148459"
"qoyma","qoyma-RAISE-F","0","1","0.979710768757651",""
"","qoyma-RAISE-B","30","","","0.0202892312423492"
"qoyuwet","qoyuwet-RAISE-F","2","1","0.0044852945691425",""
"","qoyuwet-RAISE-B","0","","","0.995514705430858"
"qoza","qoza-RAISE-F","0","1","0.992033005207792",""
"","qoza-RAISE-B","13","","","0.00796699479220764"
"qubbe","qubbe-RAISE-F","3","1","0.0218853883925623",""
"","qubbe-RAISE-B","1","","","0.978114611607438"
"qucha","qucha-RAISE-F","0","1","0.97042703497764",""
"","qucha-RAISE-B","2","","","0.02957296502236"
"quda","quda-RAISE-F","0","1","0.98415336797819",""
"","quda-RAISE-B","48","","","0.0158466320218105"
"qudret","qudret-RAISE-F","92","1","0.00439351245831506",""
"","qudret-RAISE-B","0","","","0.995606487541685"
"qudretlen","qudretlen-RAISE-F","1","","0.40890648317002",""
"","qudretlen-RAISE-B","0","1","","0.59109351682998"
"qulan","qulan-RAISE-F","0","1","0.981676741026974",""
"","qulan-RAISE-B","1","","","0.0183232589730257"
"qulule","qulule-RAISE-F","1","1","0.489178423338703",""
"","qulule-RAISE-B","0","","","0.510821576661297"
"qulupla","qulupla-RAISE-F","0","1","0.930424500861668",""
"","qulupla-RAISE-B","1","","","0.0695754991383322"
"qumlash","qumlash-RAISE-F","0","1","0.970553531966685",""
"","qumlash-RAISE-B","2","","","0.0294464680333152"
"qura","qura-RAISE-F","0","1","0.971472978253859",""
"","qura-RAISE-B","15","","","0.0285270217461411"
"qurtla","qurtla-RAISE-F","0","1","0.835853492011631",""
"","qurtla-RAISE-B","1","","","0.164146507988369"
"qurulma","qurulma-RAISE-F","0","1","0.995435071235657",""
"","qurulma-RAISE-B","295","","","0.00456492876434289"
"qurultay","qurultay-RAISE-F","0.999999999999994","1","0.99866395484674",""
"","qurultay-RAISE-B","651","","","0.0013360451532598"
"qushxana","qushxana-RAISE-F","0","1","0.971660789633232",""
"","qushxana-RAISE-B","14","","","0.0283392103667676"
"quta","quta-RAISE-F","0","1","0.987262720701154",""
"","quta-RAISE-B","14","","","0.0127372792988465"
"qutla","qutla-RAISE-F","0","1","0.991440389864452",""
"","qutla-RAISE-B","6","","","0.00855961013554762"
"qutra","qutra-RAISE-F","0","1","0.880924449858283",""
"","qutra-RAISE-B","1","","","0.119075550141717"
"quwan","quwan-RAISE-F","0","1","0.968225817137675",""
"","quwan-RAISE-B","1","","","0.0317741828623251"
"quwwet","quwwet-RAISE-F","18","1","0.0131830546476298",""
"","quwwet-RAISE-B","0","","","0.98681694535237"
"quwwetle","quwwetle-RAISE-F","34","","0.091681818170149",""
"","quwwetle-RAISE-B","0","1","","0.908318181829851"
"rahetlen","rahetlen-RAISE-F","3","","0.116080615880687",""
"","rahetlen-RAISE-B","1","1","","0.883919384119313"
"rahibe","rahibe-RAISE-F","0","1","0.0293977243575481",""
"","rahibe-RAISE-B","1","","","0.970602275642452"
"rapawet","rapawet-RAISE-F","2","1","0.126672042339414",""
"","rapawet-RAISE-B","0","","","0.873327957660586"
"rastla","rastla-RAISE-F","0","1","0.990149316789058",""
"","rastla-RAISE-B","1","","","0.00985068321094196"
"rawajlan","rawajlan-RAISE-F","0","1","0.992711455870713",""
"","rawajlan-RAISE-B","151","","","0.0072885441292867"
"rawanlash","rawanlash-RAISE-F","0","1","0.96294113269533",""
"","rawanlash-RAISE-B","2","","","0.0370588673046697"
"ré'allash","ré'allash-RAISE-F","0","1","0.962405881566126",""
"","ré'allash-RAISE-B","3","","","0.0375941184338735"
"rehber","rehber-RAISE-F","321","","0.00446836329002937",""
"","rehber-RAISE-B","0","1","","0.995531636709971"
"rémontxana","rémontxana-RAISE-F","0","1","0.94330606109648",""
"","rémontxana-RAISE-B","4","","","0.0566939389035204"
"resetxana","resetxana-RAISE-F","0","1","0.977011462664599",""
"","resetxana-RAISE-B","9","","","0.0229885373354008"
"resimxana","resimxana-RAISE-F","0","1","0.835853492011631",""
"","resimxana-RAISE-B","1","","","0.164146507988369"
"resmiyet","resmiyet-RAISE-F","9","","0.00623353390156078",""
"","resmiyet-RAISE-B","0","1","","0.993766466098439"
"reste","reste-RAISE-F","32","","0.0647966806793435",""
"","reste-RAISE-B","0","1","","0.935203319320656"
"retle","retle-RAISE-F","6","","0.00603496333117047",""
"","retle-RAISE-B","0","1","","0.99396503666883"
"riqabet","riqabet-RAISE-F","65","1","0.00221993357168117",""
"","riqabet-RAISE-B","0","","","0.997780066428319"
"riqabetlesh","riqabetlesh-RAISE-F","26","","0.0638877336991509",""
"","riqabetlesh-RAISE-B","1","1","","0.936112266300849"
"risale","risale-RAISE-F","37","1","0.0475132977551481",""
"","risale-RAISE-B","2","","","0.952486702244852"
"riwayet","riwayet-RAISE-F","8","1","0.00257797766034935",""
"","riwayet-RAISE-B","0","","","0.997422022339651"
"riyaset","riyaset-RAISE-F","2","1","0.130605701485273",""
"","riyaset-RAISE-B","0","","","0.869394298514727"
"rohaniyet","rohaniyet-RAISE-F","2","1","0.0358969386809205",""
"","rohaniyet-RAISE-B","0","","","0.96410306131908"
"rohiyet","rohiyet-RAISE-F","38","1","0.022314238154765",""
"","rohiyet-RAISE-B","0","","","0.977685761845235"
"rohlan","rohlan-RAISE-F","0","1","0.974388610512961",""
"","rohlan-RAISE-B","3","","","0.0256113894870392"
"rominiye","rominiye-RAISE-F","1","1","0.0329375751884034",""
"","rominiye-RAISE-B","0","","","0.967062424811597"
"roshenlesh","roshenlesh-RAISE-F","6","","0.0678260155072068",""
"","roshenlesh-RAISE-B","0","1","","0.932173984492793"
"rosiye","rosiye-RAISE-F","14","1","0.00608629914852881",""
"","rosiye-RAISE-B","0","","","0.993913700851471"
"rota","rota-RAISE-F","0","1","0.989330426559466",""
"","rota-RAISE-B","21","","","0.0106695734405343"
"roza","roza-RAISE-F","0","1","0.997829787671108",""
"","roza-RAISE-B","12","","","0.00217021232889247"
"ruda","ruda-RAISE-F","0","1","0.978513170655507",""
"","ruda-RAISE-B","9","","","0.0214868293444934"
"rusche","rusche-RAISE-F","0.999999999999999","1","0.491126161712087",""
"","rusche-RAISE-B","37","","","0.508873838287913"
"rusiye","rusiye-RAISE-F","161","1","0.00141317842849739",""
"","rusiye-RAISE-B","0","","","0.998586821571503"
"rusla","rusla-RAISE-F","0","1","0.930424500861668",""
"","rusla-RAISE-B","2","","","0.0695754991383322"
"ruxset","ruxset-RAISE-F","23","1","0.0023539590427751",""
"","ruxset-RAISE-B","1","","","0.997646040957225"
"sa'adet","sa'adet-RAISE-F","4","1","0.00617318185287388",""
"","sa'adet-RAISE-B","0","","","0.993826818147126"
"sa'et","sa'et-RAISE-F","34","1","0.00109357757891336",""
"","sa'et-RAISE-B","0","","","0.998906422421087"
"sadda","sadda-RAISE-F","1","1","0.980180551616822",""
"","sadda-RAISE-B","33","","","0.0198194483831782"
"sahabe","sahabe-RAISE-F","119","1","0.051598325745883",""
"","sahabe-RAISE-B","29","","","0.948401674254117"
"sahibxana","sahibxana-RAISE-F","0","1","0.991072375574846",""
"","sahibxana-RAISE-B","215","","","0.00892762442515438"
"sala","sala-RAISE-F","0","1","0.984872774201477",""
"","sala-RAISE-B","1","","","0.015127225798523"
"salahiyet","salahiyet-RAISE-F","271","1","0.00868704169270032",""
"","salahiyet-RAISE-B","0","","","0.9913129583073"
"salam","salam-RAISE-F","0","1","0.992334040728855",""
"","salam-RAISE-B","19","","","0.00766595927114455"
"salamlash","salamlash-RAISE-F","0","1","0.982019006235556",""
"","salamlash-RAISE-B","4","","","0.0179809937644441"
"salapet","salapet-RAISE-F","8","1","0.00844708069882328",""
"","salapet-RAISE-B","0","","","0.991552919301177"
"salname","salname-RAISE-F","2","1","0.246856370314542",""
"","salname-RAISE-B","0","","","0.753143629685458"
"sama","sama-RAISE-F","0","1","0.991941053014101",""
"","sama-RAISE-B","6","","","0.00805894698589871"
"samanxana","samanxana-RAISE-F","0","1","0.914880197714589",""
"","samanxana-RAISE-B","2","","","0.0851198022854114"
"samsa","samsa-RAISE-F","0","1","0.989613499453284",""
"","samsa-RAISE-B","8","","","0.0103865005467156"
"samsixana","samsixana-RAISE-F","0","1","0.943008217436251",""
"","samsixana-RAISE-B","1","","","0.0569917825637491"
"sana","sana-RAISE-F","0","1","0.99519823896644",""
"","sana-RAISE-B","28","","","0.00480176103355989"
"sana'et","sana'et-RAISE-F","48","1","0.00387314530495875",""
"","sana'et-RAISE-B","0","","","0.996126854695041"
"sana'etlesh","sana'etlesh-RAISE-F","2","","0.142235425749368",""
"","sana'etlesh-RAISE-B","0","1","","0.857764574250632"
"sanaet","sanaet-RAISE-F","44","1","0.0283871393679498",""
"","sanaet-RAISE-B","2","","","0.97161286063205"
"sanja","sanja-RAISE-F","0","1","0.989970900924859",""
"","sanja-RAISE-B","5","","","0.0100290990751414"
"saqchixana","saqchixana-RAISE-F","0","1","0.997232817045678",""
"","saqchixana-RAISE-B","1035","","","0.00276718295432188"
"saqlanma","saqlanma-RAISE-F","0","1","0.835853492011631",""
"","saqlanma-RAISE-B","1","","","0.164146507988369"
"sara","sara-RAISE-F","0","1","0.966504208577454",""
"","sara-RAISE-B","1","","","0.0334957914225464"
"sarasime","sarasime-RAISE-F","98","1","0.0500884803912261",""
"","sarasime-RAISE-B","2","","","0.949911519608774"
"saray","saray-RAISE-F","0","1","0.997401286611846",""
"","saray-RAISE-B","606","","","0.00259871338815376"
"satira","satira-RAISE-F","0","1","0.986751154535027",""
"","satira-RAISE-B","12","","","0.0132488454649726"
"satirashxana","satirashxana-RAISE-F","0","1","0.977091877976943",""
"","satirashxana-RAISE-B","7","","","0.0229081220230574"
"sawa","sawa-RAISE-F","0","1","0.902005452987767",""
"","sawa-RAISE-B","1","","","0.0979945470122329"
"saxawet","saxawet-RAISE-F","5","1","0.0025424252294238",""
"","saxawet-RAISE-B","0","","","0.997457574770576"
"saxta","saxta-RAISE-F","0","1","0.983616294497758",""
"","saxta-RAISE-B","69","","","0.0163837055022417"
"sayahet","sayahet-RAISE-F","35","1","0.00204245665253449",""
"","sayahet-RAISE-B","0","","","0.997957543347466"
"sayahetname","sayahetname-RAISE-F","4","1","0.226318030933985",""
"","sayahetname-RAISE-B","0","","","0.773681969066015"
"sayla","sayla-RAISE-F","0","1","0.997250137897083",""
"","sayla-RAISE-B","72","","","0.0027498621029165"
"saylam","saylam-RAISE-F","0","1","0.998385005731915",""
"","saylam-RAISE-B","399","","","0.00161499426808509"
"sayra","sayra-RAISE-F","0","1","0.990711375156036",""
"","sayra-RAISE-B","22","","","0.00928862484396364"
"sayrat","sayrat-RAISE-F","0","1","0.914880197714589",""
"","sayrat-RAISE-B","1","","","0.0851198022854114"
"saza","saza-RAISE-F","0","1","0.960275160837994",""
"","saza-RAISE-B","2","","","0.0397248391620063"
"sazende","sazende-RAISE-F","128","","0.0132667295673594",""
"","sazende-RAISE-B","0","1","","0.986733270432641"
"sazla","sazla-RAISE-F","0","1","0.880924449858283",""
"","sazla-RAISE-B","2","","","0.119075550141717"
"seher","seher-RAISE-F","2","","0.00200003362224513",""
"","seher-RAISE-B","0","1","","0.997999966377755"
"sehipe","sehipe-RAISE-F","487","","0.0182741683835925",""
"","sehipe-RAISE-B","0","1","","0.981725831616407"
"sehne","sehne-RAISE-F","1815","","0.0121539659618452",""
"","sehne-RAISE-B","0","1","","0.987846034038155"
"sejde","sejde-RAISE-F","16","","0.0108420424610888",""
"","sejde-RAISE-B","0","1","","0.989157957538911"
"sele","sele-RAISE-F","32","","0.127487290057246",""
"","sele-RAISE-B","1","1","","0.872512709942754"
"sélishturma","sélishturma-RAISE-F","0","1","0.981567338922327",""
"","sélishturma-RAISE-B","37","","","0.0184326610776729"
"seltenet","seltenet-RAISE-F","8","","0.00863304845515486",""
"","seltenet-RAISE-B","0","1","","0.991366951544845"
"semere","semere-RAISE-F","28","","0.136100647740865",""
"","semere-RAISE-B","0","1","","0.863899352259135"
"semimiyet","semimiyet-RAISE-F","14","","0.0118566470840021",""
"","semimiyet-RAISE-B","0","1","","0.988143352915998"
"semre","semre-RAISE-F","4","","0.27763365004578",""
"","semre-RAISE-B","0","1","","0.72236634995422"
"sen'et","sen'et-RAISE-F","357","","0.00274863851458533",""
"","sen'et-RAISE-B","1","1","","0.997251361485415"
"senem","senem-RAISE-F","16","","0.00458501006542229",""
"","senem-RAISE-B","0","1","","0.995414989934578"
"senle","senle-RAISE-F","2","","0.363844961821523",""
"","senle-RAISE-B","0","1","","0.636155038178477"
"seper","seper-RAISE-F","645","","0.00747570931263337",""
"","seper-RAISE-B","0","1","","0.992524290687367"
"seple","seple-RAISE-F","16","","0.130443197614498",""
"","seple-RAISE-B","0","1","","0.869556802385502"
"sepsete","sepsete-RAISE-F","57","","0.0296929944995846",""
"","sepsete-RAISE-B","0","1","","0.970307005500415"
"serap","serap-RAISE-F","1","","0.985407564257361",""
"","serap-RAISE-B","0","1","","0.0145924357426386"
"serkerde","serkerde-RAISE-F","32","","0.0329151698847106",""
"","serkerde-RAISE-B","0","1","","0.967084830115289"
"serlewhe","serlewhe-RAISE-F","801","","0.0375380059818911",""
"","serlewhe-RAISE-B","1","1","","0.962461994018109"
"sermaye","sermaye-RAISE-F","6","1","0.125867750470192",""
"","sermaye-RAISE-B","0","","","0.874132249529808"
"setle","setle-RAISE-F","3","","0.363844961821523",""
"","setle-RAISE-B","0","1","","0.636155038178477"
"setlesh","setlesh-RAISE-F","1","","0.0513265836128374",""
"","setlesh-RAISE-B","0","1","","0.948673416387163"
"sewiye","sewiye-RAISE-F","458","","0.00527053058429053",""
"","sewiye-RAISE-B","0","1","","0.994729469415709"
"sewze","sewze-RAISE-F","4","","0.0120632713889711",""
"","sewze-RAISE-B","0","1","","0.987936728611029"
"seyle","seyle-RAISE-F","70","","0.0144424326136508",""
"","seyle-RAISE-B","0","1","","0.985557567386349"
"seyshenbe","seyshenbe-RAISE-F","1","","0.00186890441814992",""
"","seyshenbe-RAISE-B","0","1","","0.99813109558185"
"sha'irane","sha'irane-RAISE-F","0","1","0.855569454474635",""
"","sha'irane-RAISE-B","2","","","0.144430545525365"
"shada","shada-RAISE-F","0","1","0.953010964067936",""
"","shada-RAISE-B","4","","","0.0469890359320642"
"shadlan","shadlan-RAISE-F","0","1","0.964982612528743",""
"","shadlan-RAISE-B","4","","","0.0350173874712572"
"shala","shala-RAISE-F","0","1","0.989341921289853",""
"","shala-RAISE-B","6","","","0.0106580787101467"
"shalla","shalla-RAISE-F","0","1","0.961371801452304",""
"","shalla-RAISE-B","1","","","0.0386281985476955"
"shamal","shamal-RAISE-F","0","1","0.995619651138058",""
"","shamal-RAISE-B","46","","","0.0043803488619425"
"shamalda","shamalda-RAISE-F","0","1","0.835853492011631",""
"","shamalda-RAISE-B","1","","","0.164146507988369"
"shapa'et","shapa'et-RAISE-F","5","1","0.0326720074695769",""
"","shapa'et-RAISE-B","0","","","0.967327992530423"
"shapashla","shapashla-RAISE-F","0","1","0.835853492011631",""
"","shapashla-RAISE-B","1","","","0.164146507988369"
